id,full_name,gender,date_of_birth,blood_group,phone,email,roll_no,abc_id,aadhaar_number,photo_url,tc_number,address,city,state,pincode,father_name,mother_name,parent_phone,guardian_name,annual_income,siblings,community,religion,caste,nationality,mother_tongue,stream,department,dept_id,branch,branch_full_name,jntuh_branch_code,admission_year,batch,current_year,section,current_semester,cgpa,sgpa_current,active_backlogs,admission_category,eamcet_hall_ticket,eamcet_rank,fee_category,annual_tuition_fee,hostel_fee,total_annual_fee,scholarship,scholarship_amount,bus_route,student_status
STU-02410,Prudhvi Malhotra,Male,2005-11-12,O+,9949668362,prudhvi.02410@student.aits.edu.in,22A81A030010,950846970251,XXXX-XXXX-4171,https://randomuser.me/api/portraits/men/35.jpg,AITS/TC/2022/9661,"Flat 102, Laxmi Towers, Kukatpally",Hyderabad,Telangana,500078,Uday Malhotra,Urvashi Malhotra,9250540655,Uday Malhotra,800000,1,OC,Hindu,Reddy,Indian,Kannada,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.07,8.58,0,EAMCET,TS66644,31541,Hosteller,88000,55000,143000,,0,,Active
STU-02411,Raghav Pillai,Male,2003-05-16,B+,9347916455,raghav.02411@student.aits.edu.in,22A81A030011,614699478560,XXXX-XXXX-5678,https://randomuser.me/api/portraits/men/36.jpg,AITS/TC/2022/2689,"H.No 3-67, Dilsukhnagar",Hyderabad,Telangana,500098,Gowtham Pillai,Ramya Pillai,9581359106,Gowtham Pillai,400000,3,BC-D,Hindu,Munnur Kapu,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.15,7.13,0,EAMCET,TS95267,79653,Day Scholar,88000,0,88000,,0,,Active
STU-02412,Suresh Patel,Male,2003-05-26,A-,9919426146,suresh.02412@student.aits.edu.in,22A81A030012,581978763782,XXXX-XXXX-5017,https://randomuser.me/api/portraits/men/37.jpg,AITS/TC/2022/1535,"Flat 3A, Residency",Medak,Telangana,502110,Kiran Patel,Varsha Patel,9828000479,Kiran Patel,200000,1,BC-D,Hindu,Munnur Kapu,Indian,Tamil,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,8.25,7.9,0,Management,,,Day Scholar,88000,0,88000,EBC,20000,,Active
STU-02413,Prudhvi Anand,Male,2002-08-11,A+,9913359607,prudhvi.02413@student.aits.edu.in,22A81A030013,891390821010,XXXX-XXXX-9208,https://randomuser.me/api/portraits/men/38.jpg,AITS/TC/2022/7651,"Flat 201, Sri Sai Residency, Kompally",Hyderabad,Telangana,500046,Srinath Anand,Mounika Anand,9964727789,Srinath Anand,150000,3,BC-D,Hindu,Munnur Kapu,Indian,Kannada,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.18,6.75,0,NRI,,,Day Scholar,88000,0,88000,EBC,20000,Route-10,Active
STU-02414,Sharath Mehta,Male,2004-10-19,B-,9895292467,sharath.02414@student.aits.edu.in,22A81A030014,641970296986,XXXX-XXXX-9806,https://randomuser.me/api/portraits/men/39.jpg,AITS/TC/2022/4986,"H.No 2-45, Main Road",Mancherial,Telangana,504208,Manish Mehta,Hema Mehta,9657323746,Manish Mehta,1500000,0,SC,Hindu,Arundhatiya,Indian,Tamil,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.34,6.04,0,EAMCET,TS12146,66519,Day Scholar,88000,0,88000,SC/ST Post-Matric,45000,,Active
STU-02415,Arjun Varma,Male,2004-07-05,O+,9401157942,arjun.02415@student.aits.edu.in,22A81A030015,654074237636,XXXX-XXXX-4128,https://randomuser.me/api/portraits/men/40.jpg,AITS/TC/2022/8635,"Plot 7, Colony Road",Kakinada,Andhra Pradesh,533001,Ramana Varma,Vyshnavi Varma,9932548448,Ramana Varma,600000,1,SC,Hindu,Adi Andhra,Indian,Hindi,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,9.55,6.53,0,EAMCET,TS33336,19946,Day Scholar,88000,0,88000,SC/ST Post-Matric,45000,,Active
STU-02416,Prashanth Iyer,Male,2005-06-19,O+,9455663854,prashanth.02416@student.aits.edu.in,22A81A030016,625111589172,XXXX-XXXX-5699,https://randomuser.me/api/portraits/men/41.jpg,AITS/TC/2022/5029,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500078,Vivek Iyer,Tanuja Iyer,9260215528,Vivek Iyer,300000,1,OBC,Muslim,Mughal,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.76,8.51,0,EAMCET,TS33012,38260,Hosteller,88000,55000,143000,,0,,Active
STU-02417,Ishaan Nair,Male,2003-10-06,A-,9674924279,ishaan.02417@student.aits.edu.in,22A81A030017,959130221431,XXXX-XXXX-7603,https://randomuser.me/api/portraits/men/42.jpg,AITS/TC/2022/1781,"Flat 3A, Residency",Sangareddy,Telangana,502001,Girish Nair,Deepthi Nair,9837775015,Girish Nair,500000,1,BC-A,Hindu,Mudaliar,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,8.64,8.82,0,EAMCET,TS11561,64540,Day Scholar,88000,0,88000,,0,,Active
STU-02418,Anjali Nair,Female,2004-03-09,O+,9632589285,anjali.02418@student.aits.edu.in,22A81A030018,141454727201,XXXX-XXXX-4783,https://randomuser.me/api/portraits/women/43.jpg,AITS/TC/2022/4781,"H.No 2-45, Main Road",Guntur,Andhra Pradesh,522001,Charan Nair,Yamini Nair,9882834067,Charan Nair,300000,1,SC,Hindu,Mala,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.15,7.37,0,Management,,,Day Scholar,88000,0,88000,SC/ST Post-Matric,45000,,Active
STU-02419,Naga Bhat,Male,2003-01-15,O+,9773561701,naga.02419@student.aits.edu.in,22A81A030019,308678425530,XXXX-XXXX-3871,https://randomuser.me/api/portraits/men/44.jpg,AITS/TC/2022/8960,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500094,Prudhvi Bhat,Zara Bhat,9421908100,Prudhvi Bhat,400000,2,BC-D,Hindu,Mudiraj,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.31,7.39,0,EAMCET,TS92320,51265,Hosteller,88000,55000,143000,,0,,Active
STU-02420,Pooja Sinha,Female,2004-07-09,A+,9101951762,pooja.02420@student.aits.edu.in,22A81A030020,928111659331,XXXX-XXXX-7260,https://randomuser.me/api/portraits/women/45.jpg,AITS/TC/2022/2983,"H.No 2-45, Main Road",Siddipet,Telangana,502103,Vamsi Sinha,Charitha Sinha,9246556265,Vamsi Sinha,250000,0,OC,Hindu,Komati,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.53,7.49,0,Management,,,Day Scholar,88000,0,88000,,0,,Active
STU-02421,Gayathri Raju,Female,2003-09-04,A+,9403999842,gayathri.02421@student.aits.edu.in,22A81A030021,306077041042,XXXX-XXXX-9108,https://randomuser.me/api/portraits/women/46.jpg,AITS/TC/2022/5868,"Flat 102, Laxmi Towers, Kukatpally",Hyderabad,Telangana,500027,Deepak Raju,Rachana Raju,9388605145,Deepak Raju,1500000,0,SC,Hindu,Mala,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.4,7.95,0,Management,,,Day Scholar,88000,0,88000,SC/ST Post-Matric,45000,,Active
STU-02422,Mahesh Desai,Male,2005-05-21,AB-,9365012871,mahesh.02422@student.aits.edu.in,22A81A030022,454918648382,XXXX-XXXX-2975,https://randomuser.me/api/portraits/men/47.jpg,AITS/TC/2022/2680,"Door No 4-12, Near Temple",Tirupati,Andhra Pradesh,517501,Vamsi Desai,Jyothi Desai,9713123494,Vamsi Desai,800000,3,BC-D,Hindu,Mudiraj,Indian,Urdu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.39,8.88,0,Management,,,Hosteller,88000,55000,143000,,0,,Active
STU-02423,Varsha Murthy,Female,2005-07-23,B-,9578750724,varsha.02423@student.aits.edu.in,22A81A030023,160127354639,XXXX-XXXX-2283,https://randomuser.me/api/portraits/women/48.jpg,AITS/TC/2022/7030,"Flat 201, Sri Sai Residency, Kompally",Hyderabad,Telangana,500048,Uday Murthy,Deepthi Murthy,9247291819,Uday Murthy,150000,1,BC-C,Muslim,Laddaf,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.77,6.97,0,EAMCET,TS92545,4359,Day Scholar,88000,0,88000,EBC,20000,,Active
STU-02424,Padmini Tripathi,Female,2004-10-15,O+,9240459207,padmini.02424@student.aits.edu.in,22A81A030024,901604484146,XXXX-XXXX-3068,https://randomuser.me/api/portraits/women/49.jpg,AITS/TC/2022/1310,"Door No 4-12, Near Temple",Tirupati,Andhra Pradesh,517501,Ramana Tripathi,Prasanna Tripathi,9542401402,Ramana Tripathi,800000,2,OC,Hindu,Brahmin,Indian,Urdu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,8.42,5.14,0,EAMCET,TS28657,61806,Hosteller,88000,55000,143000,,0,,Active
STU-02425,Priya Shah,Female,2002-03-11,A+,9956658208,priya.02425@student.aits.edu.in,22A81A030025,371451130465,XXXX-XXXX-3704,https://randomuser.me/api/portraits/women/50.jpg,AITS/TC/2022/1995,"Flat 3A, Residency",Vijayawada,Andhra Pradesh,520001,Pavan Shah,Sravanthi Shah,9816879915,Pavan Shah,300000,0,BC-B,Hindu,Beri Chetty,Indian,Tamil,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,9.35,6.97,0,NRI,,,Day Scholar,88000,0,88000,,0,,Active
STU-02426,Nanda Babu,Male,2003-05-02,O+,9387874541,nanda.02426@student.aits.edu.in,22A81A030026,254678916467,XXXX-XXXX-7608,https://randomuser.me/api/portraits/men/51.jpg,AITS/TC/2022/7676,"H.No 9-12, Old Bowenpally, Secunderabad",Hyderabad,Telangana,500076,Vikram Babu,Haritha Babu,9836592371,Vikram Babu,150000,0,SC,Hindu,Madiga,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.55,6.65,0,Management,,,Hosteller,88000,55000,143000,SC/ST Post-Matric,45000,,Active
STU-02427,Pavani Kapoor,Female,2004-12-15,O+,9689794359,pavani.02427@student.aits.edu.in,22A81A030027,409516740365,XXXX-XXXX-8762,https://randomuser.me/api/portraits/women/52.jpg,AITS/TC/2022/6887,"Flat 501, Sai Krupa, LB Nagar",Hyderabad,Telangana,500048,Chiranjeevi Kapoor,Vidya Kapoor,9595035936,Chiranjeevi Kapoor,200000,2,OC,Hindu,Kamma,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.85,7.23,0,Management,,,Day Scholar,88000,0,88000,,0,,Active
STU-02428,Eesha Krishnan,Female,2004-01-20,O-,9783811961,eesha.02428@student.aits.edu.in,22A81A030028,555860602323,XXXX-XXXX-8433,https://randomuser.me/api/portraits/women/53.jpg,AITS/TC/2022/5230,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500036,Vamsi Krishnan,Swetha Krishnan,9864693240,Vamsi Krishnan,250000,3,ST,Hindu,Gond,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.49,7.93,0,EAMCET,TS94235,48608,Hosteller,88000,55000,143000,SC/ST Post-Matric,45000,,Active
STU-02429,Pavani Desai,Female,2003-07-12,O+,9888371641,pavani.02429@student.aits.edu.in,22A81A030029,995999355422,XXXX-XXXX-6973,https://randomuser.me/api/portraits/women/54.jpg,AITS/TC/2022/2423,"Flat 103, Sunrise Apartments, Ameerpet",Hyderabad,Telangana,500042,Teja Desai,Vidya Desai,9750374707,Teja Desai,500000,3,OC,Hindu,Kapu,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.56,6.95,0,EAMCET,TS99953,3292,Hosteller,88000,55000,143000,,0,,Active
STU-02430,Deepthi Murthy,Female,2005-02-26,A-,9586110978,deepthi.02430@student.aits.edu.in,22A81A030030,868321459223,XXXX-XXXX-5667,https://randomuser.me/api/portraits/women/55.jpg,AITS/TC/2022/7722,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500026,Rajesh Murthy,Bindhu Murthy,9651538041,Rajesh Murthy,300000,0,BC-B,Hindu,Agnikula Kshatriya,Indian,Tamil,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,8.22,7.35,0,NRI,,,Hosteller,88000,55000,143000,,0,,Active
STU-02431,Aarav Patil,Male,2003-11-11,AB-,9124956435,aarav.02431@student.aits.edu.in,22A81A030031,686011658050,XXXX-XXXX-7223,https://randomuser.me/api/portraits/men/56.jpg,AITS/TC/2022/7244,"Flat 501, Sai Krupa, LB Nagar",Hyderabad,Telangana,500035,Siddharth Patil,Farida Patil,9993210467,Siddharth Patil,250000,1,SC,Hindu,Mala,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.59,7.83,1,EAMCET,TS55578,14407,Day Scholar,88000,0,88000,SC/ST Post-Matric,45000,,Active
STU-02432,Tejasvi Chowdary,Female,2002-07-12,B-,9989911921,tejasvi.02432@student.aits.edu.in,22A81A030032,526785922283,XXXX-XXXX-4649,https://randomuser.me/api/portraits/women/57.jpg,AITS/TC/2022/6982,"H.No 7-23, AS Rao Nagar",Hyderabad,Telangana,500010,Hemanth Chowdary,Himaja Chowdary,9830102908,Hemanth Chowdary,400000,2,SC,Hindu,Madiga,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.57,7.91,0,EAMCET,TS20333,46666,Hosteller,88000,55000,143000,SC/ST Post-Matric,45000,,Active
STU-02433,Madhu Mishra,Male,2003-02-09,A+,9518651241,madhu.02433@student.aits.edu.in,22A81A030033,903054577246,XXXX-XXXX-8258,https://randomuser.me/api/portraits/men/58.jpg,AITS/TC/2022/7818,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500098,Nithish Mishra,Sirisha Mishra,9875134781,Nithish Mishra,1500000,1,OC,Hindu,Brahmin,Indian,Urdu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,8.76,8.69,0,EAMCET,TS23298,52515,Hosteller,88000,55000,143000,Merit,10000,,Active
STU-02434,Srikanth Malhotra,Male,2002-05-01,B+,9526764340,srikanth.02434@student.aits.edu.in,22A81A030034,367201197355,XXXX-XXXX-7272,https://randomuser.me/api/portraits/men/59.jpg,AITS/TC/2022/7662,"H.No 9-12, Old Bowenpally, Secunderabad",Hyderabad,Telangana,500024,Gowtham Malhotra,Pooja Malhotra,9190444779,Gowtham Malhotra,150000,1,SC,Hindu,Arundhatiya,Indian,Kannada,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.06,6.59,2,Management,,,Day Scholar,88000,0,88000,SC/ST Post-Matric,45000,,Active
STU-02435,Ranjith Krishnan,Male,2003-04-14,B+,9744893985,ranjith.02435@student.aits.edu.in,22A81A030035,292919043816,XXXX-XXXX-9245,https://randomuser.me/api/portraits/men/60.jpg,AITS/TC/2022/1914,"Flat 501, Sai Krupa, LB Nagar",Hyderabad,Telangana,500033,Qasim Krishnan,Swapna Krishnan,9633258931,Qasim Krishnan,1500000,2,BC-A,Hindu,Goud,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.24,6.69,0,NRI,,,Hosteller,88000,55000,143000,Merit,10000,,Active
STU-02436,Ashwini Desai,Female,2002-08-13,A+,9929470210,ashwini.02436@student.aits.edu.in,22A81A030036,150180120621,XXXX-XXXX-7024,https://randomuser.me/api/portraits/women/61.jpg,AITS/TC/2022/6107,"Flat 205, Ramdev Residency, Uppal",Hyderabad,Telangana,500014,Lokesh Desai,Pavani Desai,9688019220,Lokesh Desai,200000,1,BC-D,Hindu,Munnur Kapu,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.21,6.38,0,EAMCET,TS90080,71797,Day Scholar,88000,0,88000,EBC,20000,,Active
STU-02437,Trivikram Natarajan,Male,2002-01-17,B+,9817792167,trivikram.02437@student.aits.edu.in,22A81A030037,507837395320,XXXX-XXXX-8402,https://randomuser.me/api/portraits/men/62.jpg,AITS/TC/2022/6515,"Flat 201, Sri Sai Residency, Kompally",Hyderabad,Telangana,500036,Ramana Natarajan,Eswari Natarajan,9317648970,Ramana Natarajan,250000,2,OC,Hindu,Brahmin,Indian,Hindi,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,8.55,8.21,0,EAMCET,TS28827,66447,Day Scholar,88000,0,88000,,0,Route-7,Active
STU-02438,Bhargav Malhotra,Male,2004-10-02,AB+,9505726336,bhargav.02438@student.aits.edu.in,22A81A030038,851245330559,XXXX-XXXX-1725,https://randomuser.me/api/portraits/men/63.jpg,AITS/TC/2022/2936,"Flat 3A, Residency",Vikarabad,Telangana,501101,Venkat Malhotra,Himaja Malhotra,9945680609,Venkat Malhotra,300000,1,BC-D,Hindu,Perika,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,5.87,8.21,0,EAMCET,TS70232,57686,Hosteller,88000,55000,143000,,0,,Active
STU-02439,Ravi Gupta,Male,2004-07-04,A+,9865983562,ravi.02439@student.aits.edu.in,22A81A030039,914580230142,XXXX-XXXX-3083,https://randomuser.me/api/portraits/men/64.jpg,AITS/TC/2022/6573,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500053,Gowtham Gupta,Ramya Gupta,9386330431,Gowtham Gupta,400000,1,OC,Hindu,Brahmin,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,8.92,8.42,0,Lateral Entry,TSLAT4012,3562,Day Scholar,88000,0,88000,,0,,Active
STU-02440,Krishna Anand,Male,2005-09-08,AB+,9318658511,krishna.02440@student.aits.edu.in,22A81A030040,802310373329,XXXX-XXXX-1277,https://randomuser.me/api/portraits/men/65.jpg,AITS/TC/2022/7596,"Plot 7, Colony Road",Mahbubnagar,Telangana,509001,Ganesh Anand,Prasanna Anand,9522785986,Ganesh Anand,600000,3,OC,Hindu,Reddy,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,8.47,8.04,0,EAMCET,TS79834,44016,Day Scholar,88000,0,88000,,0,,Active
STU-02441,Rakesh Kapoor,Male,2003-07-24,A+,9714181850,rakesh.02441@student.aits.edu.in,22A81A030041,169090809953,XXXX-XXXX-1703,https://randomuser.me/api/portraits/men/66.jpg,AITS/TC/2022/2600,"H.No 5-34, Mehdipatnam",Hyderabad,Telangana,500055,Qasim Kapoor,Aparna Kapoor,9328610200,Qasim Kapoor,1000000,2,BC-D,Hindu,Perika,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.69,7.24,0,EAMCET,TS45118,13801,Hosteller,88000,55000,143000,Merit,10000,,Active
STU-02442,Anjali Mishra,Female,2004-06-10,O+,9664973011,anjali.02442@student.aits.edu.in,22A81A030042,311954261854,XXXX-XXXX-7870,https://randomuser.me/api/portraits/women/67.jpg,AITS/TC/2022/5146,"H.No 2-45, Main Road",Rajahmundry,Andhra Pradesh,533101,Praveen Mishra,Yamini Mishra,9652905891,Praveen Mishra,150000,1,SC,Hindu,Adi Andhra,Indian,Urdu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,5.58,7.18,0,EAMCET,TS99121,77372,Hosteller,88000,55000,143000,SC/ST Post-Matric,45000,,Active
STU-02443,Hemanth Gupta,Male,2003-10-08,O-,9638691636,hemanth.02443@student.aits.edu.in,22A81A030043,174989273320,XXXX-XXXX-4530,https://randomuser.me/api/portraits/men/68.jpg,AITS/TC/2022/1381,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500068,Vivek Gupta,Padmini Gupta,9346896386,Vivek Gupta,500000,2,BC-D,Hindu,Perika,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.62,6.19,0,Management,,,Hosteller,88000,55000,143000,,0,,Active
STU-02444,Tanuja Mehta,Female,2004-11-02,O+,9234020313,tanuja.02444@student.aits.edu.in,22A81A030044,922879008548,XXXX-XXXX-6281,https://randomuser.me/api/portraits/women/69.jpg,AITS/TC/2022/2372,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500099,Phani Mehta,Yamini Mehta,9829677792,Phani Mehta,800000,2,OC,Hindu,Kapu,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.25,7.89,0,Management,,,Day Scholar,88000,0,88000,,0,,Active
STU-02445,Eswar Kapoor,Male,2002-04-03,O-,9594616382,eswar.02445@student.aits.edu.in,22A81A030045,315789250831,XXXX-XXXX-4254,https://randomuser.me/api/portraits/men/70.jpg,AITS/TC/2022/8019,"Plot 7, Colony Road",Mancherial,Telangana,504208,Akhil Kapoor,Gayathri Kapoor,9920422827,Akhil Kapoor,500000,1,BC-D,Hindu,Munnur Kapu,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.75,6.77,0,EAMCET,TS53155,5441,Hosteller,88000,55000,143000,,0,,Active
STU-02446,Ramya Pillai,Female,2003-07-06,A+,9232893584,ramya.02446@student.aits.edu.in,22A81A030046,365656578709,XXXX-XXXX-5290,https://randomuser.me/api/portraits/women/71.jpg,AITS/TC/2022/9374,"H.No 5-34, Mehdipatnam",Hyderabad,Telangana,500021,Mahesh Pillai,Priya Pillai,9446491799,Mahesh Pillai,800000,1,OC,Hindu,Kamma,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.78,7.84,0,Lateral Entry,TSLAT7960,121,Hosteller,88000,55000,143000,,0,,Active
STU-02447,Harsha Yadav,Male,2003-07-10,O+,9957230684,harsha.02447@student.aits.edu.in,22A81A030047,459435494411,XXXX-XXXX-4821,https://randomuser.me/api/portraits/men/72.jpg,AITS/TC/2022/6290,"Flat 3A, Residency",Secunderabad,Telangana,500003,Akhil Yadav,Kavya Yadav,9727654591,Akhil Yadav,150000,1,OC,Hindu,Komati,Indian,Kannada,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,8.69,7.73,0,Management,,,Day Scholar,88000,0,88000,,0,,Active
STU-02448,Zaheer Sastry,Male,2003-06-21,AB-,9629144398,zaheer.02448@student.aits.edu.in,22A81A030048,181261061201,XXXX-XXXX-7659,https://randomuser.me/api/portraits/men/73.jpg,AITS/TC/2022/9142,"Door No 4-12, Near Temple",Ongole,Andhra Pradesh,523001,Chaitanya Sastry,Swapna Sastry,9364016614,Chaitanya Sastry,600000,0,BC-C,Muslim,Dudekula,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.46,8.01,0,EAMCET,TS41795,22447,Hosteller,88000,55000,143000,,0,,Active
STU-02449,Charitha Iyer,Female,2002-04-02,A+,9682490910,charitha.02449@student.aits.edu.in,22A81A030049,551342452136,XXXX-XXXX-1692,https://randomuser.me/api/portraits/women/74.jpg,AITS/TC/2022/2633,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500044,Prudhvi Iyer,Divya Iyer,9529872113,Prudhvi Iyer,250000,1,BC-B,Hindu,Beri Chetty,Indian,Tamil,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,6.61,9.72,0,EAMCET,TS45986,18909,Hosteller,88000,55000,143000,,0,,Active
STU-02450,Durga Hegde,Male,2004-10-06,A+,9178339361,durga.02450@student.aits.edu.in,22A81A030050,172212661194,XXXX-XXXX-6119,https://randomuser.me/api/portraits/men/75.jpg,AITS/TC/2022/9699,"Door No 4-12, Near Temple",Vikarabad,Telangana,501101,Qasim Hegde,Vani Hegde,9350944624,Qasim Hegde,300000,3,BC-D,Hindu,Perika,Indian,Hindi,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,10.0,6.37,0,Management,,,Hosteller,88000,55000,143000,,0,,Active
STU-02451,Swapna Sharma,Female,2005-12-16,O-,9324163367,swapna.02451@student.aits.edu.in,22A81A030051,114911467691,XXXX-XXXX-4933,https://randomuser.me/api/portraits/women/76.jpg,AITS/TC/2022/6522,"Flat 3A, Residency",Kakinada,Andhra Pradesh,533001,Praveen Sharma,Chandana Sharma,9564419263,Praveen Sharma,400000,1,BC-C,Muslim,Dudekula,Indian,Tamil,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.17,7.18,0,Lateral Entry,TSLAT3737,3147,Hosteller,88000,55000,143000,,0,,Active
STU-02452,Vikram Gupta,Male,2004-06-21,O+,9649621482,vikram.02452@student.aits.edu.in,22A81A030052,789253692171,XXXX-XXXX-5161,https://randomuser.me/api/portraits/men/77.jpg,AITS/TC/2022/1469,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500039,Siddharth Gupta,Divya Gupta,9474029270,Siddharth Gupta,400000,2,BC-A,Hindu,Kummari,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.86,7.42,0,Lateral Entry,TSLAT9373,2003,Day Scholar,88000,0,88000,,0,Route-9,Active
STU-02453,Ishaan Agarwal,Male,2004-10-08,B+,9808261530,ishaan.02453@student.aits.edu.in,22A81A030053,901883944282,XXXX-XXXX-6909,https://randomuser.me/api/portraits/men/78.jpg,AITS/TC/2022/5912,"Flat 501, Sai Krupa, LB Nagar",Hyderabad,Telangana,500011,Ravi Agarwal,Dharani Agarwal,9913129447,Ravi Agarwal,400000,0,OC,Hindu,Velama,Indian,Telugu,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.3,6.5,0,Management,,,Hosteller,88000,55000,143000,,0,,Active
STU-02454,Dinesh Anand,Male,2005-12-12,AB+,9333106777,dinesh.02454@student.aits.edu.in,22A81A030054,355168273994,XXXX-XXXX-5125,https://randomuser.me/api/portraits/men/79.jpg,AITS/TC/2022/2762,"H.No 2-45, Main Road",Tirupati,Andhra Pradesh,517501,Sharath Anand,Amulya Anand,9639874470,Sharath Anand,150000,1,SC,Hindu,Arundhatiya,Indian,Tamil,B.Tech,EEE,dept-eee,EEE,Electrical & Electronics Engineering,A03,2022,2026,4,A,7,7.3,9.16,0,EAMCET,TS55182,41636,Day Scholar,88000,0,88000,SC/ST Post-Matric,45000,Route-5,Active
